Date,Open_samsung,High_samsung,Low_samsung,Close_samsung,Volume_samsung,Change_samsung,Open_lg,High_lg,Low_lg,Close_lg,Volume_lg,Change_lg
2017-09-14,50060,50320,49760,50300,284095,0.01370415155179372,87700,88300,86600,87900,1709823,0.005720823798627039
2017-09-15,50300,50560,49860,50400,215146,0.001988071570576455,87400,91500,87300,89500,2655625,0.018202502844141044
2017-09-18,50540,52480,50520,52480,230499,0.041269841269841345,90800,92300,89800,91000,1506118,0.016759776536312776
2017-09-19,52500,52640,51780,52120,197008,-0.006859756097560954,91000,91000,88400,89000,1473897,-0.02197802197802201
2017-09-20,52120,52500,51840,52220,185855,0.0019186492709133418,89300,89300,86500,86600,1666502,-0.026966292134831482
2017-09-21,52219,52960,52219,52800,176796,0.011106855610877098,86600,88400,84700,86400,1397736,-0.002309468822170868
2017-09-22,52960,53600,52459,53000,278448,0.0037878787878788955,86500,88800,85500,87400,1254640,0.011574074074074181
2017-09-25,52999,53679,52999,53620,186062,0.0116981132075471,86800,88000,83800,84300,1536892,-0.035469107551487467
2017-09-26,53020,53120,51560,51660,341144,-0.036553524804177506,83500,83700,80700,81800,1607876,-0.029655990510083052
2017-09-27,52000,52200,51500,51680,215940,0.00038714672861006605,82000,83400,81000,81200,973194,-0.007334963325183352
2017-09-28,52260,52460,51260,51260,240509,-0.008126934984520107,81300,81400,78900,80100,1379732,-0.013546798029556606
2017-09-29,51180,51620,50840,51280,258188,0.0003901677721420693,80400,82500,80200,82400,909359,0.02871410736579283
2017-10-10,53360,53640,52799,52800,410396,0.029641185647425905,79700,81500,78900,80800,2417240,-0.01941747572815533
2017-10-11,53600,54760,53340,54640,273043,0.034848484848484906,82100,88000,81800,87400,3091409,0.08168316831683176
2017-10-12,54840,55160,54099,54800,277814,0.002928257686676483,87600,91700,87500,87900,2679580,0.005720823798627039
2017-10-13,54540,54840,53780,54000,252033,-0.014598540145985384,89300,90500,88000,88500,1148910,0.006825938566553003
2017-10-16,53980,54860,53760,53920,195399,-0.001481481481481528,89400,91700,88800,89300,1370439,0.009039548022598876
2017-10-17,54019,55380,54000,54800,212156,0.016320474777448135,88800,90900,87700,89800,1201400,0.005599104143336975
2017-10-18,54820,55240,54039,54760,202215,-0.0007299270072992359,90500,91700,89700,90400,1235889,0.006681514476614803
2017-10-19,54699,54699,52980,52980,242174,-0.032505478451424374,91500,97500,90600,96500,4384919,0.06747787610619471
2017-10-20,52800,54100,52800,53840,160541,0.016232540581351484,96500,96800,94300,95300,1516859,-0.012435233160621784
2017-10-23,54600,54640,54000,54300,166221,0.008543833580980653,95600,98500,94800,97200,1696409,0.019937040923399874
2017-10-24,54699,54780,54040,54040,116121,-0.0047882136279926435,96900,98200,93400,93400,1526327,-0.039094650205761305
2017-10-25,54040,54420,53699,53900,117657,-0.002590673575129543,94600,95900,92900,93900,1127777,0.005353319057815886
2017-10-26,53720,53900,52400,52400,195531,-0.0278293135435993,94200,94900,92500,92700,1028083,-0.012779552715655007
2017-10-27,52400,53320,52140,53080,147850,0.012977099236641143,93500,95500,92100,92800,1312328,0.0010787486515642097
2017-10-30,53780,54320,53699,54040,163923,0.018085908063300682,93500,95700,92600,94800,1146628,0.02155172413793105
2017-10-31,54060,55440,53500,55080,267631,0.01924500370096216,95300,96100,90800,91000,2091668,-0.04008438818565396
2017-11-01,57500,57500,56179,57220,290205,0.038852578068264254,91100,93400,90600,92300,1413470,0.014285714285714235
2017-11-02,57500,57519,56760,57060,214421,-0.0027962250961202084,92500,94200,90500,91600,1238258,-0.007583965330444253
2017-11-03,57059,57140,55860,56380,198716,-0.01191728005608128,91800,93000,91000,92000,865372,0.004366812227074135
2017-11-06,56380,56500,55340,56380,180019,0.0,91700,94500,91700,93200,1470396,0.01304347826086949
2017-11-07,56380,56920,55860,56100,149291,-0.00496630010642074,92900,93500,91000,91300,1081425,-0.020386266094420624
2017-11-08,56100,57060,55860,56760,170404,0.0117647058823529,91000,92500,90700,92400,740499,0.012048192771084265
2017-11-09,56920,56920,55899,56340,239881,-0.007399577167019,92800,97000,92700,96000,2106195,0.03896103896103886
2017-11-10,55800,56540,55780,56400,134976,0.0010649627263046302,96000,96400,93900,94400,1074369,-0.01666666666666672
2017-11-13,56400,56799,56100,56380,176133,-0.00035460992907798694,94400,95200,92400,93000,877548,-0.014830508474576232
2017-11-14,56380,56740,55920,55920,134500,-0.008158921603405478,92500,93000,90300,91500,1235545,-0.016129032258064502
2017-11-15,55920,56319,55320,55340,176339,-0.0103719599427754,92100,92200,90600,91300,850027,-0.002185792349726823
2017-11-16,55440,56000,55400,55780,152814,0.007950849295265572,91300,92900,90100,92200,884980,0.009857612267250904
2017-11-17,56399,56880,55820,55820,214663,0.0007171029042667421,93100,93800,92200,92600,750975,0.00433839479392617
2017-11-20,55900,55980,55200,55200,189455,-0.01110713006091002,93000,93700,92200,92200,617288,-0.004319654427645814
2017-11-21,55400,55839,55280,55280,206494,0.0014492753623187582,92300,93000,90900,92900,705381,0.00759219088937102
2017-11-22,55980,56200,55620,55960,159059,0.012301013024601959,92500,96800,92500,95900,1671226,0.03229278794402579
2017-11-23,55960,55979,55020,55300,125458,-0.01179413867047896,96000,96700,94100,94100,745586,-0.018769551616266922
2017-11-24,55300,55500,55180,55460,90724,0.002893309222423257,93600,94400,93000,93400,404062,-0.007438894792773598
2017-11-27,55360,55360,52640,52640,362578,-0.05084745762711862,93500,94400,92100,92200,663809,-0.012847965738758016
2017-11-28,52699,53280,51720,53280,269988,0.012158054711246091,92500,93300,91200,91800,608339,-0.004338394793926281
2017-11-29,53200,53240,52500,52600,191805,-0.01276276276276278,92500,92800,90600,91400,679015,-0.004357298474945481
2017-11-30,50800,51860,50200,50800,592683,-0.034220532319391594,91300,92000,89500,90000,898094,-0.015317286652078765
2017-12-01,50800,51780,50800,50840,257372,0.0007874015748030594,90600,93900,90500,93500,840847,0.03888888888888897
2017-12-04,50840,51340,50020,51340,297301,0.009834775767112447,93600,94400,92500,94400,551331,0.009625668449197766
2017-12-05,50600,51300,50280,51260,186531,-0.001558239189715649,93900,94800,93200,94300,458094,-0.0010593220338983578
2017-12-06,51260,51560,50020,50020,217784,-0.0241904018728053,94100,96500,93600,93600,862910,-0.007423117709437932
2017-12-07,50040,50980,50020,50740,221312,0.01439424230307873,94500,96500,94000,96200,1287867,0.02777777777777768
2017-12-08,51360,52000,51040,52000,225809,0.024832479306267308,96000,97200,94200,94500,794868,-0.017671517671517645
2017-12-11,52000,52040,51500,51780,162517,-0.00423076923076926,95900,96800,94800,96700,786713,0.023280423280423346
2017-12-12,51820,52100,51660,52100,175301,0.006179992275009649,96000,98700,96000,98000,1318613,0.013443640124095158
2017-12-13,52100,52100,51100,51320,226674,-0.01497120921305184,98000,98300,96900,97900,723184,-0.0010204081632653184
2017-12-14,51320,52280,51060,51060,406208,-0.005066250974279041,97900,104000,97900,101500,2495201,0.036772216547497516
2017-12-15,51240,51480,50520,50620,298571,-0.008617312965139012,103000,106000,102500,105500,1496469,0.039408866995073843
2017-12-18,50620,51240,50620,51200,147005,0.011457921770051449,106500,106500,103000,104000,716415,-0.014218009478673022
2017-12-19,51540,52080,51520,51560,239572,0.007031250000000044,104500,106000,102500,103500,825856,-0.004807692307692291
2017-12-20,51500,51760,50820,50880,201611,-0.013188518231186941,104000,104500,101500,103000,587992,-0.004830917874396157
2017-12-21,51000,51060,49100,49140,312486,-0.034198113207547176,102500,103000,98400,99300,1115976,-0.03592233009708734
2017-12-22,49400,49960,49240,49700,223993,0.01139601139601143,100500,101500,99400,100000,591818,0.007049345417925457
2017-12-26,49760,50100,48200,48200,320797,-0.030181086519114664,101500,102500,99200,99200,934572,-0.008000000000000007
2017-12-27,48960,49560,48460,49360,214872,0.02406639004149369,101500,107000,101000,107000,1187463,0.0786290322580645
2017-12-28,49560,50960,49500,50960,179709,0.03241491085899506,107000,109500,105000,106000,822274,-0.009345794392523366
2018-01-02,51380,51400,50780,51020,169485,0.0011773940345369827,106500,111000,105500,109500,948226,0.03301886792452824
2018-01-03,52540,52560,51420,51620,200270,0.011760094080752737,109500,110500,107500,109500,627983,0.0
2018-01-04,52120,52180,50640,51080,233909,-0.010461061604029487,110500,111000,105000,106000,977691,-0.03196347031963476
2018-01-05,51300,52120,51200,52120,189623,0.02036021926389986,106000,111500,106000,111000,883832,0.04716981132075482
2018-01-08,52400,52520,51500,52020,167673,-0.0019186492709132308,113500,114000,103500,105000,2480029,-0.05405405405405406
2018-01-09,51460,51720,49980,50400,360272,-0.03114186851211076,105000,110000,105000,109000,1387659,0.03809523809523818
2018-01-10,50500,50520,48640,48840,371336,-0.030952380952380953,109000,111500,107500,109000,909012,0.0
2018-01-11,48200,49260,48020,48240,502476,-0.012285012285012331,110000,111000,108500,110500,791790,0.013761467889908285
2018-01-12,48240,48480,46760,48200,545409,-0.0008291873963516272,110500,111500,107000,109500,823474,-0.009049773755656076
2018-01-15,48800,48980,47920,48540,201920,0.007053941908713668,109500,110000,106000,107000,695438,-0.022831050228310557
2018-01-16,48760,50140,48620,50000,407793,0.030078285949732164,106500,108500,105000,108000,555065,0.009345794392523255
2018-01-17,50020,50020,49060,49620,221061,-0.007600000000000051,108500,113000,108000,110500,815085,0.02314814814814814
2018-01-18,50020,50640,49820,49900,296977,0.005642885933091479,112000,112000,107500,107500,503773,-0.02714932126696834
2018-01-19,50380,50380,49040,49320,184399,-0.011623246492985961,107000,109500,106500,107500,533503,0.0
2018-01-22,48640,48680,47960,48240,250418,-0.021897810218978075,108500,109000,106500,109000,469543,0.013953488372093092
2018-01-23,48660,49160,48300,49160,270654,0.019071310116086204,107500,110000,103500,109500,1166939,0.004587155963302836
2018-01-24,48860,49700,48560,49340,191010,0.003661513425549323,107500,108500,102000,102500,1406328,-0.0639269406392694
2018-01-25,49220,50360,49160,50260,223207,0.01864612890149986,102500,104500,101000,103500,899675,0.009756097560975618
2018-01-26,50500,50780,49840,50780,207002,0.010346199761241515,104500,105500,102500,103000,777285,-0.004830917874396157
2018-01-29,51200,51480,50900,51220,236776,0.008664828672705793,103000,104000,101000,102000,1031365,-0.009708737864077666
2018-01-30,50440,50640,49780,49800,245691,-0.027723545490042967,101500,103000,100500,101000,735284,-0.009803921568627416
2018-01-31,50020,54140,49600,49900,1293626,0.002008032128514081,100500,103000,100000,102500,804156,0.014851485148514865
2018-02-01,50620,50960,49720,49820,552189,-0.0016032064128256307,103000,104000,101000,103500,860002,0.009756097560975618
2018-02-02,49380,49400,47700,47700,585207,-0.04255319148936165,103000,103500,99900,101000,975164,-0.024154589371980673
2018-02-05,46500,48320,46000,47920,567158,0.004612159329140386,99400,99600,97200,97700,745562,-0.0326732673267327
2018-02-06,46600,47920,46580,47420,388129,-0.01043405676126874,94900,96700,93400,96100,1094871,-0.016376663254861867
2018-02-07,48240,48260,45800,45800,468961,-0.03416280050611553,98000,100500,96000,96500,1082264,0.004162330905306932
2018-02-08,46120,46620,45980,46000,465021,0.004366812227074135,97200,99700,97100,99300,813467,0.02901554404145079
2018-02-09,44440,45180,44420,44700,349300,-0.02826086956521734,96500,98200,96200,96300,645790,-0.030211480362537735
2018-02-12,45100,46320,45040,45720,315099,0.02281879194630876,97300,98300,96400,96700,390757,0.004153686396677125
2018-02-13,46200,48060,46200,47540,378465,0.039807524059492616,97400,101000,96500,99200,782907,0.02585315408479838
2018-02-14,48080,49100,47940,49000,378118,0.03071098022717722,100000,101000,96900,97200,570366,-0.020161290322580627
2018-02-19,49800,49800,47860,48380,307069,-0.012653061224489837,99400,103000,98900,102500,893618,0.05452674897119336
2018-02-20,48040,48160,47220,47400,202452,-0.02025630425795788,102500,104500,101500,104000,632252,0.014634146341463428
2018-02-21,47280,47580,46840,47280,257604,-0.0025316455696202667,103500,104000,100000,101000,895703,-0.028846153846153855
2018-02-22,47260,47260,46760,46760,177399,-0.010998307952622688,101500,103000,99200,99800,572286,-0.011881188118811892
2018-02-23,46760,47800,46760,47220,248466,0.009837467921300247,100000,102000,99000,102000,502137,0.022044088176352616
2018-02-26,47280,47560,47080,47380,191213,0.0033883947479882437,103000,103000,100500,102000,480011,0.0
2018-02-27,48360,48380,47380,47380,196611,0.0,103000,103500,100500,100500,386397,-0.014705882352941124
2018-02-28,47380,48100,47000,47060,303247,-0.006753904601097482,100000,102500,99900,99900,508365,-0.005970149253731294
2018-03-02,46580,46800,46000,46020,265310,-0.02209944751381221,99400,101500,98000,101000,499607,0.011011011011011096
2018-03-05,45820,46160,45080,45200,282019,-0.01781833985223813,101500,104500,101500,103500,866063,0.024752475247524774
2018-03-06,45920,47100,45820,47020,308467,0.04026548672566377,105000,106000,102500,106000,813711,0.024154589371980784
2018-03-07,48200,48900,47220,48620,428541,0.034028073160357275,106500,109000,105000,107000,1125599,0.009433962264151052
2018-03-08,49200,49480,48080,49200,389273,0.01192924722336497,108500,109000,105500,107000,911403,0.0
2018-03-09,49440,50540,49240,49740,286088,0.01097560975609757,109000,110500,108000,109000,830465,0.01869158878504673
2018-03-12,50560,50780,49580,49740,173779,0.0,110500,111000,108500,109500,573289,0.004587155963302836
2018-03-13,50760,51660,50360,51660,401974,0.0386007237635706,110500,114000,109500,113500,1151725,0.0365296803652968
2018-03-14,51020,52000,51000,51760,254265,0.0019357336430507743,112500,114000,111000,113000,754011,-0.004405286343612369
2018-03-15,52000,52020,51020,51540,177649,-0.004250386398763517,113500,113500,109000,111000,753489,-0.017699115044247815
2018-03-16,51220,51420,50240,51140,243698,-0.007760962359332546,111000,111500,109000,110500,639540,-0.0045045045045044585
2018-03-19,50620,51340,50440,50740,164377,-0.007821666014861117,110500,112500,110000,111000,302806,0.004524886877828038
2018-03-20,50700,51200,50100,51200,163865,0.009065825778478587,110000,111000,109000,110000,488409,-0.009009009009009028
2018-03-21,51780,51780,51060,51060,178104,-0.0027343749999999556,109500,112500,109500,112500,575722,0.022727272727272707
2018-03-22,51060,51780,51040,51780,169082,0.014101057579318343,112500,114500,111000,111500,608489,-0.008888888888888835
2018-03-23,50340,50720,49600,49720,297099,-0.0397837002703747,108500,110000,106000,106500,696815,-0.04484304932735428
2018-03-26,49420,50280,49040,50280,201155,0.011263073209975882,106500,110500,106500,109000,730771,0.023474178403755763
2018-03-27,50320,50460,49080,49980,237480,-0.005966587112171795,111500,113000,111000,111500,904837,0.022935779816513735
2018-03-28,49100,49100,48340,48700,303189,-0.025610244097639012,111000,111000,108500,109000,590380,-0.022421524663677084
2018-03-29,48700,49560,48320,49040,201340,0.006981519507186951,109500,110000,107500,109000,561254,0.0
2018-03-30,49080,49900,49080,49220,155542,0.0036704730831973453,110500,111000,109500,109500,433535,0.004587155963302836
2018-04-02,49000,49220,48500,48540,142313,-0.013815522145469328,110000,112500,110000,110500,340315,0.009132420091324311
2018-04-03,47880,48140,47280,48120,255365,-0.008652657601977753,109500,112000,109000,110500,377188,0.0
2018-04-04,48160,48260,46920,46920,247684,-0.02493765586034913,110500,111000,104500,104500,909945,-0.05429864253393668
2018-04-05,47400,49380,47340,48740,264912,0.038789428815004356,106000,107500,104500,105000,644490,0.004784688995215225
2018-04-06,48000,48580,47400,48400,250654,-0.006975789905621643,105500,111500,105000,111000,1519548,0.05714285714285716
2018-04-09,48260,49440,48200,49200,199008,0.016528925619834656,111500,112500,108500,109500,727354,-0.013513513513513487
2018-04-10,48540,49220,48040,48880,219687,-0.006504065040650375,109000,109000,105500,107000,958899,-0.022831050228310557
2018-04-11,49900,49900,48600,48860,201022,-0.00040916530278234386,107500,108000,105500,107000,533827,0.0
2018-04-12,49440,49440,48880,49000,249325,0.002865329512893977,106500,108000,105500,106500,861133,-0.004672897196261627
2018-04-13,49600,50180,49400,49800,205566,0.01632653061224487,108000,108500,106000,106500,517401,0.0
2018-04-16,50320,50600,49860,50340,157549,0.010843373493975905,106500,107000,104000,104500,519056,-0.018779342723004744
2018-04-17,50240,50540,49820,49980,155440,-0.007151370679380209,105000,107000,104000,105000,473722,0.004784688995215225
2018-04-18,51000,51360,50580,51360,269252,0.027611044417767072,106500,107000,104000,104000,561642,-0.00952380952380949
2018-04-19,52000,52980,51540,52780,343811,0.027647975077881526,105000,107000,104500,106000,726517,0.019230769230769162
2018-04-20,51800,52260,51420,51620,235220,-0.02197802197802201,105500,111000,105500,109000,1238083,0.028301886792452935
2018-04-23,51000,52080,51000,51900,232380,0.005424254165052211,110500,111000,103500,104500,1135766,-0.041284403669724745
2018-04-24,51840,51860,50080,50460,315406,-0.02774566473988438,105000,105500,101000,102000,868864,-0.02392344497607657
2018-04-25,49220,50500,49220,50400,332292,-0.0011890606420927874,101500,101500,99100,100000,932572,-0.019607843137254943
2018-04-26,50420,52160,50400,52140,360931,0.03452380952380962,101000,103500,99900,101000,835327,0.010000000000000009
2018-04-27,53380,53639,52440,53000,606216,0.016494054468737973,103500,104500,101000,101500,721921,0.004950495049504955
2018-04-30,0,0,0,53000,0,0.0,102500,103500,102000,102000,575630,0.0049261083743843415
2018-05-02,0,0,0,53000,0,0.0,102500,103000,100000,101500,767053,-0.004901960784313708
2018-05-03,0,0,0,53000,0,0.0,102000,103000,101000,103000,625844,0.014778325123152802
2018-05-04,53000,53900,51800,51900,39565391,-0.02075471698113207,103000,103000,98700,99000,972728,-0.03883495145631066
2018-05-08,52600,53200,51900,52600,23104720,0.01348747591522148,100000,101000,94700,94900,1398768,-0.04141414141414146
2018-05-09,52600,52800,50900,50900,16128305,-0.03231939163498099,95100,95800,93500,95300,863912,0.004214963119072657
2018-05-10,51700,51700,50600,51600,13905263,0.013752455795677854,95000,97500,94700,95200,751327,-0.0010493179433368471
2018-05-11,52000,52200,51200,51300,10314997,-0.005813953488372103,95600,98600,95600,97700,758454,0.02626050420168058
2018-05-14,51000,51100,49900,50100,14909272,-0.023391812865497075,99500,100500,97200,97500,829383,-0.0020470829068577334
2018-05-15,50200,50400,49100,49200,18709146,-0.017964071856287456,97100,97500,95200,96600,814411,-0.009230769230769265
2018-05-16,49200,50200,49150,49850,15918683,0.013211382113821113,96300,97500,96100,96900,430070,0.0031055900621117516
2018-05-17,50300,50500,49400,49400,10365440,-0.009027081243731194,97200,98900,97000,98000,602962,0.011351909184726505
2018-05-18,49900,49900,49350,49500,6706570,0.002024291497975783,98100,98700,97000,98000,473681,0.0
2018-05-21,49650,50200,49100,50000,9020998,0.010101010101010166,98000,98800,96900,98700,556964,0.0071428571428571175
2018-05-23,50600,52000,50400,51800,17095490,0.03600000000000003,98200,99300,98100,98700,615723,0.0
2018-05-24,52000,52000,51100,51400,8289275,-0.007722007722007707,98800,100500,97300,98000,652598,-0.007092198581560294
2018-05-25,51000,52800,50800,52700,15207266,0.02529182879377423,97900,98700,96600,96700,523804,-0.013265306122449028
2018-05-28,52500,53000,52000,52300,9787820,-0.007590132827324458,96500,97600,95300,95500,519213,-0.012409513960703222
2018-05-29,52200,52500,51300,51300,8480437,-0.019120458891013437,96200,96700,95500,96100,403665,0.006282722513089034
2018-05-30,51300,51500,49100,49500,20498098,-0.03508771929824561,96200,98300,95800,96100,733711,0.0
2018-05-31,50400,50800,49850,50700,63491109,0.024242424242424176,97600,97600,92000,92600,1461934,-0.03642039542143605
2018-06-01,50500,51700,49950,51300,13038499,0.01183431952662728,92500,92500,87800,88200,2401034,-0.04751619870410362
2018-06-04,50800,51200,50700,51100,9767171,-0.003898635477582846,88600,89700,88300,89000,795419,0.009070294784580435
2018-06-05,51100,51400,50400,51300,9144100,0.00391389432485334,89400,90800,89200,90400,736301,0.01573033707865168
2018-06-07,51800,51800,50500,50600,13590016,-0.013645224171540016,91000,91800,89600,90600,706966,0.0022123893805310324
2018-06-08,50200,50400,49600,49650,16951706,-0.018774703557312256,90300,91300,89700,89900,488599,-0.007726269315673329
2018-06-11,49750,50300,49350,49900,10571312,0.0050352467270895485,90100,90300,88600,89000,705279,-0.010011123470522798
2018-06-12,49700,49800,49250,49400,12110569,-0.01002004008016033,89200,91400,89200,90000,602030,0.011235955056179803
2018-06-14,49000,49000,48200,48200,20971729,-0.02429149797570851,91400,94100,91000,93600,1444370,0.040000000000000036
2018-06-15,48500,48700,47650,47650,17080892,-0.011410788381742698,94500,94500,90800,90900,990542,-0.028846153846153855
2018-06-18,47600,47650,46200,46600,16661870,-0.022035676810073457,91000,92400,88500,89200,767776,-0.018701870187018743
2018-06-19,47200,47350,46500,47000,15217971,0.008583690987124415,88200,89900,85100,85200,1012856,-0.04484304932735428
2018-06-20,47450,47600,46850,47000,12959316,0.0,85100,87400,85000,86200,645081,0.011737089201877993
2018-06-21,47900,47900,47050,47050,10015541,0.0010638297872340718,86300,87200,82000,82000,1395643,-0.04872389791183296
2018-06-22,47000,47250,46200,47250,10298006,0.004250797024442088,81300,83100,81100,82300,751430,0.003658536585365857
2018-06-25,47050,47050,46150,46650,10587711,-0.012698412698412653,82300,85000,81800,85000,636705,0.03280680437424066
2018-06-26,45900,47300,45900,47000,11223166,0.007502679528403,84300,84700,82500,83900,537279,-0.012941176470588234
2018-06-27,47450,48500,47000,47950,15274752,0.0202127659574467,84000,85300,83300,83700,507804,-0.0023837902264600697
2018-06-28,46850,47150,46600,46800,12784800,-0.023983315954118845,82900,83300,80800,80900,715235,-0.03345280764635605
2018-06-29,46250,47150,46200,46650,14099635,-0.0032051282051281937,81200,83100,80800,83000,621098,0.02595797280593315
2018-07-02,46500,47150,45500,45550,13112253,-0.02357984994640938,83100,83100,79500,79700,682443,-0.03975903614457832
2018-07-03,45750,46450,45750,46150,10959655,0.01317233809001106,80200,80900,79100,79900,530738,0.0025094102885820924
2018-07-04,46700,47050,46050,46250,8776763,0.0021668472372697867,79500,80300,77400,77700,587475,-0.027534418022528206
2018-07-05,46100,46550,45600,45950,7039773,-0.006486486486486531,77000,78800,76000,77800,706939,0.0012870012870012104
2018-07-06,45500,45850,44650,44900,17843706,-0.02285092491838958,77100,78300,73500,75700,1722781,-0.02699228791773778
2018-07-09,45500,46100,45200,45600,11602464,0.015590200445434244,75100,78100,75100,77700,799335,0.026420079260237816
2018-07-10,46200,46550,46100,46300,10528665,0.015350877192982448,77700,79300,77400,78200,712585,0.006435006435006496
2018-07-11,46400,46450,45400,46000,11224077,-0.006479481641468721,78400,78400,75800,76600,759985,-0.020460358056266004
2018-07-12,45900,46250,45450,45500,11828104,-0.010869565217391353,76400,76400,75100,75200,946355,-0.018276762402088753
2018-07-13,45800,46500,45750,46500,11543389,0.0219780219780219,75900,77800,75900,77600,935008,0.03191489361702127
2018-07-16,46800,46800,46000,46050,7678719,-0.009677419354838679,77600,78200,76400,76400,553500,-0.015463917525773141
2018-07-17,46150,46200,45600,45850,8892953,-0.004343105320304019,76100,79700,75200,78800,1323914,0.03141361256544495
2018-07-18,46700,47200,46450,46550,10952645,0.01526717557251911,78600,82200,78600,80700,1191864,0.024111675126903487
2018-07-19,47050,47200,46600,46900,9880128,0.007518796992481258,81000,83100,80000,82300,1164716,0.019826517967781898
2018-07-20,47000,47600,46700,47450,10474547,0.011727078891258014,82100,83100,81000,81000,829497,-0.015795868772782495
2018-07-23,47100,47200,46150,46500,10823782,-0.02002107481559534,80900,81200,78100,78400,739344,-0.032098765432098775
2018-07-24,46350,46600,45950,46150,8261363,-0.007526881720430145,78200,81700,76800,81000,991504,0.03316326530612246
2018-07-25,46250,46550,45900,46150,7222471,0.0,80500,82400,79800,80800,772980,-0.0024691358024691024
2018-07-26,46100,47000,46000,46900,7374946,0.01625135427952329,81400,82200,80300,81800,725896,0.012376237623762387
2018-07-27,46450,47000,46450,46900,4762460,0.0,80300,80400,75800,76000,2544391,-0.07090464547677267
2018-07-30,46550,46800,46350,46500,5723035,-0.008528784648187626,76300,76400,74800,75200,997710,-0.010526315789473717
2018-07-31,46200,46450,46000,46250,8033607,-0.005376344086021501,75400,75600,74800,74800,725430,-0.005319148936170248
2018-08-01,46050,46850,46050,46550,7484499,0.00648648648648642,75500,76200,75000,75300,761449,0.006684491978609541
2018-08-02,46550,46800,45500,45550,8560924,-0.02148227712137485,75100,76100,74800,75100,616998,-0.0026560424966799445
2018-08-03,45850,45900,45450,45750,8274944,0.004390779363337094,75400,75700,74400,75200,582491,0.0013315579227697327
2018-08-06,46150,46150,45750,45800,6771979,0.0010928961748633004,75400,75900,74200,74400,685629,-0.010638297872340385
2018-08-07,46300,46750,45900,46700,9058174,0.01965065502183405,75000,75500,74100,75100,723231,0.009408602150537737
2018-08-08,47000,47000,46550,46800,6429338,0.0021413276231263545,75400,77300,75400,75900,1286104,0.010652463382157196
2018-08-09,47000,47050,46450,46900,12010886,0.002136752136752129,76400,80500,76000,80400,2132947,0.059288537549407216
2018-08-10,46150,46400,44850,45400,16670643,-0.031982942430703654,80000,80700,78700,79000,961866,-0.01741293532338306
2018-08-13,44950,45100,44650,45050,9803831,-0.00770925110132159,78200,78400,75800,76300,840750,-0.03417721518987338
2018-08-14,44850,45400,44850,45150,6409259,0.002219755826859071,76100,76200,70900,73600,2397515,-0.035386631716906924
2018-08-16,43800,44650,43700,44250,10088229,-0.019933554817275767,72500,73900,71300,73300,920959,-0.0040760869565217295
2018-08-17,44050,44400,44050,44100,6808747,-0.003389830508474523,74100,74100,72400,72400,849229,-0.012278308321964526
2018-08-20,43500,44200,43500,43850,7289124,-0.005668934240362855,72800,73500,71900,72200,670001,-0.002762430939226568
2018-08-21,43700,44900,43700,44800,9520270,0.02166476624857472,72300,73500,70800,73400,1404794,0.016620498614958512
2018-08-22,45150,46200,44900,46100,11641656,0.029017857142857206,73800,75600,73200,73200,1110406,-0.0027247956403270157
2018-08-23,46150,46200,45700,46200,6730918,0.002169197396963085,73600,74600,72700,74600,879090,0.0191256830601092
2018-08-24,45900,46400,45550,46150,6582535,-0.0010822510822511289,74100,75200,73400,74700,815946,0.0013404825737264314
2018-08-27,46100,46550,46000,46300,5263782,0.003250270855904569,74400,75200,73700,74300,863531,-0.0053547523427041055
2018-08-28,46800,46950,46300,46550,7365976,0.005399568034557323,75100,75800,73600,73700,903687,-0.008075370121130576
2018-08-29,46750,46800,46400,46800,5572374,0.005370569280343629,74200,77500,73600,77200,1417794,0.04748982360922649
2018-08-30,46950,47950,46700,47650,12193231,0.018162393162393098,77300,77400,75800,76400,1006172,-0.010362694300518172
2018-08-31,47100,48450,47000,48450,13577454,0.016789087093389332,75800,77100,75300,76800,762868,0.005235602094240788
2018-09-03,48200,48300,47300,47450,8595084,-0.02063983488132093,76800,78800,76600,76700,924434,-0.0013020833333333703
2018-09-04,47550,47800,47200,47650,6791255,0.004214963119072657,77200,79200,77100,78100,922362,0.018252933507170832
2018-09-05,47300,47450,46400,46600,9139998,-0.022035676810073457,77800,78500,76100,76200,873220,-0.02432778489116516
2018-09-06,46200,46400,45800,46100,9040553,-0.010729613733905574,75900,76200,74000,74400,1144654,-0.023622047244094446
2018-09-07,44500,45200,44400,44900,18285508,-0.026030368763557465,74200,75100,73400,74300,670262,-0.0013440860215053752
2018-09-10,45450,45550,45000,45500,9979838,0.013363028953229383,74200,74300,73000,73100,858482,-0.016150740242261152
2018-09-11,45550,45900,45050,45050,9865790,-0.009890109890109855,73000,74300,72500,72800,712081,-0.004103967168262668
2018-09-12,44900,45100,44500,44550,12995269,-0.011098779134295245,73200,73500,71900,72100,852910,-0.009615384615384581
2018-09-13,44550,44750,44000,44050,18277942,-0.011223344556677839,72400,72800,71100,71500,971252,-0.00832177531206657
2018-09-14,45000,45850,44900,45850,12446344,0.04086265607264483,72100,72800,71700,72100,809166,0.008391608391608463
2018-09-17,45550,45800,44900,45150,8123384,-0.01526717557251911,72400,73200,71800,71900,521629,-0.00277392510402219
2018-09-18,44950,45900,44700,45500,9987090,0.007751937984496138,71200,71500,68400,69000,2606048,-0.04033379694019468
